event_id_cnty,event_date,year,country,admin1,sub_event_type,fatalities,notes
KEN4529,2014-09-03,2014,Kenya,Machakos,Protest with intervention,0,Police in Yatta stopped a demonstration against Kalonzo Musyoka by residents of Matuu town.
KEN4530,2014-09-04,2014,Kenya,Narok,Peaceful protest,0,Residents of Narok county staged a demonstration at Duka Moja Thursday morning to protest the death of four men and a woman who died after consuming illicit brew on Wednesday night. The protesters mounted roadblocks along the Mai-Mahiu - Narok road at Duka Moja shopping centre and accused police of laxity in dealing with the sale of illicit brew.
KEN4531,2014-09-04,2014,Kenya,Machakos,Peaceful protest,0,Parents of school children block roads in protest of the appointment of a new principal of whom they disapprove.
TAZ525,2014-09-04,2014,Tanzania,Iringa,Peaceful protest,0,'More than 40 employees with Johnson Group construction equipment hiring firm have lodged complaints with the Iringa Regional Commissioner demanding pay rise and other perks' after walking to the Regional Commissioners office.
UGA4313,2014-09-04,2014,Uganda,Kampala,Peaceful protest,0,Artists and actors staged a peaceful demonstration at the National Theatre to protest the courts decision to stop police from arresting film pirates.
SOM15703,2014-09-05,2014,Somalia,Banadir,Peaceful protest,0,Hundreds of Mogadishu residents staged a peaceful demonstration in front of Banadir Regional Administration (Heliwa District) on 05/09 in support of the ongoing Anti-al Shabaab military offensives known as 'Indian Ocean Operations'. Reports indicate that the demo was organized by Banadir administration and the protestors were shouting anti-al Shabaab slogans. Some of the SNG Ministers and other officials addressed the gathering.
KEN4532,2014-09-05,2014,Kenya,Nairobi,Peaceful protest,0,"Residents protested, calling for the arrest of a police officer after he had killed two criminals, who the protesters believe were innocent."
KEN4535,2014-09-08,2014,Kenya,Nairobi,Peaceful protest,0,"Residents of Githurai again gather to protest, calling for the arrest of a police officer who they believe killed two innocents."
KEN4538,2014-09-09,2014,Kenya,Kilifi,Peaceful protest,0,A group of pupils and teachers protest against a county government measure of overtake public utilities.
SOM15726,2014-09-09,2014,Somalia,Bay,Peaceful protest,0,Hundreds of pro-SW6 supporters staged a peaceful demonstration in front of ADC Compound (the headquarters of SW6) in Isha neighbourhood (Baidoa) in the morning of 09/09. The protesters were reportedly opposed to the SNGs plan to establish a three-state administration.
SOM15727,2014-09-09,2014,Somalia,Mudug,Peaceful protest,0,Hundreds of people staged a peaceful demonstration in Galkacyo (South) the morning of 09/09 in protest against reports that the Saudi government is planning to remove Prophet Mohammed from the Medina. The demonstrators marched on the streets of Galkacyo South chanting anti-Saudi slogans. The VOAs Somali service and several British newspapers reported last weeks that the Saudi monarch is planning to remove the tomb from Medina-a claim strongly denied by the Saudi government.
KEN4536,2014-09-09,2014,Kenya,Nairobi,Protest with intervention,0,Police had to shoot in the air several times to quell demonstrators who blocked Thika Superhighway in Nairobi as they protested the prosecution of a police officer charged with murder.
KEN4541,2014-09-10,2014,Kenya,Migori,Peaceful protest,0,"Boda boda operators protest against a group of youth who had heckled President Uhuru at a nearby event on 08/09. [The group] marched on the Migori-Kakrao road, cursing the youth who embarrassed the Head of State."
KEN4539,2014-09-10,2014,Kenya,Nairobi,Peaceful protest,0,Demonstrators protest the prosecution of a police officer for a second day. No reported police involvement.
SOM15741,2014-09-11,2014,Somalia,Hiraan,Peaceful protest,0,A 'massive' demonstration against al Shabaab is held in Buulobarde.
KEN4544,2014-09-11,2014,Kenya,Nairobi,Peaceful protest,0,Demonstrators protest the prosecution of a police officer for a third day. No reported police involvement.
SOM15742,2014-09-12,2014,Somalia,Awdal,Peaceful protest,0,Public passengers staged a demonstration in Lawya Caddo (27km NW of Zeylac) on 12/09 following after Somaliland authorities introduced custom fees of ($31) both entry and exit at the border. The protestors were opposing the new law which had caused many travelers to be stuck at the border.
KEN4547,2014-09-14,2014,Kenya,Kisumu,Peaceful protest,0,Traders at a market protest their forced relocation.
KEN4548,2014-09-14,2014,Kenya,Taita Taveta,Peaceful protest,0,Maungu residents in Voi protested against the extraction of stones from Marasi Hill by the China Roads and Bridges Company that is constructing a railway.
KEN4549,2014-09-15,2014,Kenya,Kakamega,Peaceful protest,0,"Residents in Kakamega stormed Governor's offices demanding his attention over insecurity. Carrying twigs, the protesters marched to the governor's office after the body of a six-year-old girl was found dumped in a trench at a residential estate in Kakamega Town."
SOM15767,2014-09-15,2014,Somalia,Awdal,Peaceful protest,0,Hundreds of street vendors staged a demonstration in Borama market after police and municipal council workers tried to evict them their business places on 15/09. Reports indicate that the protestors reportedly stoned the police. Police used tear gas and life bullets to disperse the street vendors. Six people were reportedly injured.
SOM15776,2014-09-16,2014,Somalia,Banadir,Peaceful protest,0,Hundreds of civilians staged a peaceful demonstration in Daljirka Dahsoon area (Bondheere District) on 16/09 to express their supporting to the on-going military offensive 'Indian Ocean Offensive' against al Shabaab fighters. Reports indicate that the protestors were chanting anti-al Shabaab slogans. Bondheere District Commissioner and a spokesman for Banadir Regional Administration addressed the protestors and urged them to collaborate with SNG security apparatus.
KEN4552,2014-09-17,2014,Kenya,Nandi,Peaceful protest,0,"Residents of Emsoo ward, Keiyo North have demonstrated against the building of a planned training institute in another village."
SOM15786,2014-09-17,2014,Somalia,Banadir,Peaceful protest,0,Hundreds of people staged a demonstration in Xararyaale neighbourhood (Wardhiigley District) in the morning of 18/09 to express their anger against AMISOM following yesterdays accident where an AMISOM police vehicle hit and killed a small boy in the neighbourhood. The demonstrators called for the perpetrators to be brought to justice. The demonstrations ended peacefully.
SOM15798,2014-09-19,2014,Somalia,Awdal,Peaceful protest,0,A small group of people staged a demonstration in Dila town on 19/09 in protest against the killing of the commander Somaliland forces in Qorilugud Village on 17/09 by a Somaliland soldier. The demonstrators blocked the main road in the town and called on the government to arrest the perpetrator. No incident was reported.
KEN4558,2014-09-22,2014,Kenya,Baringo,Peaceful protest,0,Transport in Kabarnet town bus stage temporarily stopped when more than 200 drivers protested against hiring and firing of Baringo county vehicles drivers. The group later proceeded to the office of the Governor.
SOM15814,2014-09-22,2014,Somalia,Bay,Peaceful protest,0,A protest against a reconciliation meeting between and takes place in Baidoa. The protest was mainly against the proposals and plans of the SW-6 group.
SOM15815,2014-09-22,2014,Somalia,Awdal,Peaceful protest,0,Drivers of commuter buses staged a demonstration in Borama on 22/09 in protest of a new transport company that started operating on Borama-Hargeisa route. The drivers complained that the new company is not registered with Borama municipal company but with the central government in Hargeisa. The drivers reportedly blocked the road to the municipal council offices in Borama.
TAZ527,2014-09-23,2014,Tanzania,Kagera,Peaceful protest,0,Over 250 traders in Biharamulo in the Kagera region closed their shops to protest the use of Electrical Fiscal Devices by the Tanzania Revenue Authority.
KEN4559,2014-09-23,2014,Kenya,Makueni,Excessive force against protesters,0,"At least four people were shot and seriously wounded by police after a meeting to discuss the ouster of Makueni Governor. Those wounded include [the Governors] chief of staff, a bodyguard and two county officials who were allegedly shot when the county assemblys security personnel opened fire to disperse a charged crowd."
SOM15833,2014-09-23,2014,Somalia,Banadir,Excessive force against protesters,0,"Dockworkers at Mogadishu port (Xamar Jab Jab District) demonstrated over plans to reduce the workforce in the morning of 24/09. The protest follows after Al Bayrak, a Turkish company, managing the port, announced that it will reduce the dockworkers from 6000 down to 3500. SNG police opened fire to disperse the dockworkers, injuring two. Another demonstration took place in the vicinity of the port."
TAZ528,2014-09-24,2014,Tanzania,Dar es Salaam,Protest with intervention,0,"Countrywide protests planned by CHADEMA opposition party were stopped by a heavy advanced presence of armed police officers. CHADEMA is organizing against the Constituent Assembly, who they claim are wasting taxpayer money."
KEN4560,2014-09-25,2014,Kenya,Nyeri,Peaceful protest,0,Students at Mathenge TTI protest a lack of a television station broadcast at their institute.
SOM15847,2014-09-26,2014,Somalia,Togdheer,Peaceful protest,0,The employees of sheikh Hospital (fatouh Hospital) and Sheikh Water Agency staged a peaceful demonstration in front of Mayors office (Sheikh) on 26/09. The protestors were complaining about unpaid salaries over several months and they demanded from the government to dismiss both managers of (the Hospital and the Water Agency).
SOM15852,2014-09-27,2014,Somalia,Awdal,Peaceful protest,0,A group of fishermen and their families staged a peaceful demonstration in front of Lughaye local government office on 27/09 following the arrest of Djiboutian fishermen and suspension of the fishing station. The protestors also requested from the government to be allowed to export fuel from Djibouti for their fishing boats.
SOM15851,2014-09-27,2014,Somalia,Nugaal,Peaceful protest,0,Staffs working for Puntland state TV staged a demonstration on 27/09 following unpaid salaries over two months. Following the protest Puntland forces arrested some of the staffs from their houses. Latest reports on 28/09 indicate that most of the detainees have been released and the TV is back to the air.
KEN4563,2014-09-28,2014,Kenya,Uasin Gishu,Peaceful protest,0,Students at Moi University protest over 'delayed learning' after claiming they had not been taught for several months.
TAZ530,2014-09-28,2014,Tanzania,Mbeya,Peaceful protest,0,"At least 1,000 passengers were stranded on the Mbeya-Malawi road after a driver blocked the road in protest of acts of corruption among Rungwe District Council officials. The protestor alleges that one of his lorry drivers was beaten when he refused to pay a bribe."
KEN4564,2014-09-29,2014,Kenya,Kiambu,Peaceful protest,0,"Residents of Mukunike village in Kilimambogo, Kiambu county protested the demolition of 50 houses by a local quarry operator. They used boulders to block the Thika-Garissa road for 3 hours bringing traffic at Kilimambogo centre to a standstill."
KEN4565,2014-09-29,2014,Kenya,Kiambu,Peaceful protest,0,Residents of Mijikenda area protest over the selling of land by the local government without giving notice to the current owners.
TAZ532,2014-09-29,2014,Tanzania,Dar es Salaam,Protest with intervention,0,CHADEMA protestors marched through the streets to the parties main offices to protest the Constituent Assembly. Police dispersed the crowd using tear gas before they reached their destination.
SOM15869,2014-09-29,2014,Somalia,Lower Juba,Peaceful protest,0,A group of street vendors stage a peaceful demonstration in front of Zeylac local government offices on 29/09 following a security operation targeting to demolish temporary shops built along the main roads. The protestors requested from the government to allow them to conduct their businesses.
SOM15875,2014-09-30,2014,Somalia,Banadir,Peaceful protest,0,"Believing their jobs in jeopardy to foreign Turkish labour, port workers protest outside the Parliament building to express their grievance."
KEN4567,2014-09-30,2014,Kenya,Machakos,Protest with intervention,0,"Machakos University College students protest over absentee lecturers, many of whom have not been attending classes. Six arrests reported."
KEN4569,2014-10-02,2014,Kenya,Nyeri,Peaceful protest,0,Dedan Kimathi University students protest over two consecutive days over delayed loans from the Higher Education Loans Board. The protests caused the institution to close on the second day.
KEN4571,2014-10-03,2014,Kenya,Nyeri,Peaceful protest,0,Dedan Kimathi University students protest over two consecutive days over delayed loans from the Higher Education Loans Board. The protests caused the institution to close on the second day.
TAZ534,2014-10-04,2014,Tanzania,Dar es Salaam,Protest with intervention,0,"CHADEMA protestors ignored police warnings not to demonstrate without a permit, and the leader of the women's wing led a group to the State House and the parties headquarters. Police dispersed the protestors with water cannons and pepper spray and Mdee and eight other members were arrested and charged with unlawful assembly and disobedience."
TAZ533,2014-10-04,2014,Tanzania,Iringa,Peaceful protest,0,"Protestors participated in worldwide demonstrations to stop the poaching industry, particular in light of dwindling rhino and elephant populations."
KEN4572,2014-10-04,2014,Kenya,Nairobi,Peaceful protest,0,Demonstrators protest on Nairobi (as well as other World Cities) against rhino and elephant poaching.
KEN4576,2014-10-07,2014,Kenya,Kiambu,Peaceful protest,0,Residents protest insecurity in the area. The protest comes after an increased number of armed thefts in the village in recent weeks.
KEN4578,2014-10-08,2014,Kenya,Kiambu,Peaceful protest,0,"Boda boda motorcyclists in Kinale, Lari sub county, protest against an AP officer after an arrest of a colleague which they thought unjustified."
KEN4580,2014-10-09,2014,Kenya,Nyandarua,Peaceful protest,0,Residents of Kinangop in Nyandarua county held a demonstration to protest the murder of a businessman. The protesters accused a local for the death.
KEN4582,2014-10-10,2014,Kenya,Busia,Peaceful protest,0,"Residents of Teso North took to the streets to protest against the state of roads in the sub county. The protest, which drew more than 100 participants from Angurai, Aedo Moru and Kakapel, blamed politicians for the poor infrastructure. The exact location of the protest was not reported."
UGA4328,2014-10-10,2014,Uganda,Masaka,Peaceful protest,0,Two independent MPs taunt the government after police repeatedly obstruct their planned processions in Masaka.
SOM15959,2014-10-13,2014,Somalia,Togdheer,Peaceful protest,0,More than a hundred people staged anti-Somaliland and Puntland demonstration in Buuhoodle on 13/10. The rally was organized by Khatumo officials and reportedly follows reports that Puntlands vice-president is planning to visit Buuhoodle. The rally ended peacefully.
UGA4329,2014-10-13,2014,Uganda,Busia,Peaceful protest,0,Students demonstrate against the decision by management to close the university.
ETH2042,2014-10-14,2014,Ethiopia,Addis Ababa,Peaceful protest,0,Protestors gathered outside the US Embassy and submitted a letter to an embassy representative demanding the arrest of individuals who desecrated the Ethiopian flag in the US recently. The event was peaceful
UGA4330,2014-10-14,2014,Uganda,Busia,Peaceful protest,0,Students demonstrate against the decision by management to close the university.
KEN4589,2014-10-15,2014,Kenya,West Pokot,Peaceful protest,0,"Drivers in Makutano and Kapenguria towns, West Pokot protested against the poor state of the Makutano-Alale road outside of Makutano. They blocked the road to the governor and county commissioners offices for several hours."
KEN4588,2014-10-15,2014,Kenya,Narok,Peaceful protest,0,Members of the Olomismis Group Ranch in Trans Mara protested against their officials mismanagement. The exact location of the protest is not known.
KEN4587,2014-10-15,2014,Kenya,West Pokot,Peaceful protest,0,"Drivers in Makutano and Kapenguria towns, West Pokot protested against the poor state of the Makutano-Alale road outside of Makutano. They blocked the road to the governor and county commissioners offices for several hours."
UGA4332,2014-10-15,2014,Uganda,Busia,Peaceful protest,0,Students demonstrate against the decision by management to close the university.
UGA4334,2014-10-16,2014,Uganda,Busia,Protest with intervention,0,Police disperse students protesting against the closure of Busitema University with teargas. There are no reported injuries or reported instances of the demonstrators turning violent or destroying property.
KEN4591,2014-10-17,2014,Kenya,Lamu,Peaceful protest,0,200  Muslims demonstrated against the 6pm-6am curfew in [Kenya] on Lamu Island. The group asserted the curfew hurts the local fishing economy.
SOM15996,2014-10-17,2014,Somalia,Banadir,Peaceful protest,0,A group of traders protest over tax increases.
SOM16017,2014-10-19,2014,Somalia,Hiraan,Peaceful protest,0,Hundreds of civilians staged a peaceful demonstration in Beled Weyne in the morning of 19/10 accusing AMISOM (Djiboutian contingent) of siding with the Dir clan in the ongoing conflict between Dir and Hawadle clans in Deefow Village (29km NW of Beled Weyne). The demonstration follows after the Djiboutian forces left for Deefow Village but returned before reaching the village.
UGA4338,2014-10-20,2014,Uganda,Kampala,Excessive force against protesters,0,"Police fire live rounds to disperse striking students. Several students are hit by bullets and injured. The students, from the capitals Makerere University, were calling for graduation fees to be lowered."
UGA4339,2014-10-21,2014,Uganda,Kampala,Excessive force against protesters,0,"Police fire live rounds to disperse striking students. Several students are hit by bullets and injured. The students, from the capitals Makerere University, were calling for graduation fees to be lowered."
KEN4596,2014-10-22,2014,Kenya,Uasin Gishu,Peaceful protest,0,University of Eldoret students took to the streets in protest over a directive that they sit special exams. The students claimed that they were not ready for the exams and that they were not given time to prepare.
KEN4597,2014-10-22,2014,Kenya,Kwale,Peaceful protest,0,Residents of Maguguni protest along the Mombasa-Nairobi highway for five hours to protest grabbing of the land by CORD corporation leader Raila Odinga. CORD is apparently interested in petroleum prospects on the plot.
KEN4600,2014-10-25,2014,Kenya,Vihiga,Peaceful protest,0,"Residents of Majengo town in Vihiga county protest, demanding an audience with the Governor of the region to express their grievance over a recent spate of robberies."
SOM16077,2014-10-26,2014,Somalia,Bay,Peaceful protest,0,"Supporters of SW6 region staged a peaceful demonstration in Baidoa in the morning of 26/10, following the arrival of SNG delegates led by the Speaker. The protestors were shunting anti SW3 region slogans. The demonstration ended peacefully."
KEN4602,2014-10-27,2014,Kenya,Kilifi,Peaceful protest,0,Residents of the Milano area of Malindi town demonstrated against the buying of land by a business tycoon.
SOM16085,2014-10-27,2014,Somalia,Bari,Peaceful protest,0,More than hundreds of residents of Bossaso staged a peaceful demonstration on 27/10 in support of the Somalia Prime Minister over the recent cabinet reshuffle which led political difference between him and the president. The protestors matched in the streets of Bossaso shunting anti-Somalia president slogans.
SOM16086,2014-10-27,2014,Somalia,Woqooyi Galbeed,Peaceful protest,0,A group of youth and intellectuals staged a peaceful demonstration in front of Gandhi Public Library 27/10 following after a report emerged regarding the government is reportedly selling the library to private companies.
KEN4601,2014-10-27,2014,Kenya,Kirinyaga,Peaceful protest,0,"Mutige Secondary School students walked out in protest against the administrations failure to address their grievances (the students want medical attention for the injured, new toilets, transport and leakage in classrooms and dormitories fixed). The more than 200 students marched to the counties headquarters in Kerugoya."
KEN4606,2014-10-28,2014,Kenya,Trans Nzoia,Peaceful protest,0,Students of Laikipia University in Kitale and Kapenguria protest the college CEOs decision to relocate them to the Eldoret campus.
KEN4605,2014-10-28,2014,Kenya,West Pokot,Peaceful protest,0,Students of Laikipia University in Kitale and Kapenguria protest the college CEOs decision to relocate them to the Eldoret campus.
UGA4343,2014-10-28,2014,Uganda,Gulu,Peaceful protest,0,Students protest over the high number of missing lecturers and cancelled classes at Gulu University.
KEN4604,2014-10-28,2014,Kenya,Lamu,Protest with intervention,0,Lamu residents have again taken to the streets to protest the continued extension of the night curfew which has been in force for more than three months now. Police were deployed to disperse the protesters.
UGA4344,2014-10-29,2014,Uganda,Mbale,Peaceful protest,0,Residents protest against the state of the roads in the local municipality.
KEN4610,2014-10-29,2014,Kenya,Lamu,Protest with intervention,0,Traders in Lamu protest for a second consecutive day. Police reported involvement.
KEN4616,2014-11-03,2014,Kenya,Mombasa,Peaceful protest,0,Dock workers protest at Mombasa port against inter-political union activities.
KEN4618,2014-11-04,2014,Kenya,Homa Bay,Peaceful protest,0,Residents of Homa Bay town and its environs protest against a three-day power blackout.
KEN4619,2014-11-04,2014,Kenya,Elgeyo Marakwet,Peaceful protest,0,Residents protest against an MP over a tax law violation.
KEN4622,2014-11-05,2014,Kenya,Uasin Gishu,Peaceful protest,0,"Following heavy-handed treatment by police against a MP, residents of Cheptiret protest the action, calling for the local police station to be shut down. Exact date not known - source date is 07/11."
KEN4623,2014-11-05,2014,Kenya,Turkana,Peaceful protest,0,"Students protest in Lodwar, Turkana county over recent insecurity in the region. The group threatened to halt oil exploration in the area if the government did not act. The protest is mainly a reaction to an attack on a police post in Kapedo over the weekend."
KEN4625,2014-11-06,2014,Kenya,Turkana,Peaceful protest,0,Residents protest in Lodwar over area insecurity for a second day.
SOM16193,2014-11-12,2014,Somalia,Gedo,Peaceful protest,0,Residents of Garbahareey staged a peaceful demonstration to express their support to the prime minister in the morning of 12/11. The protestors matched in the street of the town chanting slogan anti SNG president. The protest ended peacefully.
SOM16194,2014-11-12,2014,Somalia,Awdal,Peaceful protest,0,"A group of resident of Xariirad (56km NW of Borama) staged a peaceful demonstration in front of the local authorities on 12/11, to protest against the perceived lack of response to water scarcity in the town. Officials from water agency in the town addressed the crowd and promised that they will solve the problem."
KEN4631,2014-11-14,2014,Kenya,Nairobi,Peaceful protest,0,A women's group in suburban Nairobi protests lenient penalties on the sale of illegal alcohol.
SOM16216,2014-11-15,2014,Somalia,Sanaag,Protest with intervention,0,"A group of people, mostly youths and women, staged a demonstration at liberty garden in Ceerigaabo on 15/11 to express their anger against the ruling Kulmiye Party to oust the Speaker of parliament in a vote of no confidence. Police and the army dispersed the demonstrators. Five people were reportedly arrested during the demonstrators. On 16/11, police arrested 10 people who reportedly organized the demonstration."
KEN4635,2014-11-17,2014,Kenya,Taita Taveta,Peaceful protest,0,"Hundreds of residents invaded a 60,000-acre ranch in Taita Taveta belonging to a cooperative in protest of land grabbing by a third party."
KEN4637,2014-11-17,2014,Kenya,Bungoma,Peaceful protest,0,Molasses traders protest a buyer over perceived favouritism given to conglomerates.
KEN4633,2014-11-17,2014,Kenya,Nairobi,Peaceful protest,0,A group protests attacks on women based on wearing revealing attire.
UGA4348,2014-11-20,2014,Uganda,Kampala,Protest with intervention,0,"The parents of a child who was killed by a Kampala Capital City Authority vehicle try to bring the infants body into parliament to protest against the KCCA and demand a formal apology. They are physically blocked by police, but there are no reports of injuries."
KEN4641,2014-11-21,2014,Kenya,Nyandarua,Peaceful protest,0,A group of internally displaced people in Gilgil protested at the office of the deputy county commissioner demanding to be given relief food.
SOM16258,2014-11-21,2014,Somalia,Sanaag,Protest with intervention,0,More than hundreds of Maydh residents staged a demonstration on 21/11 against Somaliland minister of Interior. The rally was organized by local elders following after Somaliland minister reportedly ordered custodial guards to transfer all Yemen boats to Berbera to get their fishing licenses. Further information suggests that the order was later lifted and the fishing boats will get their licenses in Maydh. The protestors were allegedly accusing the minister of undermining the port of Maydh. Police dispersed the protestors peacefully.
SOM16266,2014-11-22,2014,Somalia,Sanaag,Peaceful protest,0,"The residents of Badhan mostly, women and youths, staged a peaceful protest on 22/11 to express their support to the Somalia prime minister and also to condemned Somali parliament of planning to impeach him. The rally ended peacefully."
KEN4643,2014-11-25,2014,Kenya,Nairobi,Protest with intervention,0,"Civil society groups took to the streets, torching coffins to protest against recent Mandera violence and rising insecurity in the region. Police dispersed the crowd when they neared the Office of the President, Harambee House (Nairobi - Starehe)."
KEN4644,2014-11-26,2014,Kenya,Nairobi,Peaceful protest,0,A group continues a protest against insecurity in Nairobis CBD (Nairobi - Starehe).
KEN4646,2014-11-27,2014,Kenya,Nairobi,Peaceful protest,0,University of Nairobi students protest a policy that would not pay interns.
SOM16335,2014-12-01,2014,Somalia,Banadir,Peaceful protest,0,Hundreds of disabled people staged a demonstration in front of the Ministry of Interior at the former Otto Otto Building in protest for lack of assistance from the SNG. The protesters said they were in deplorable situation and accused the government of not even assisting them with basic necessities.
SOM16347,2014-12-02,2014,Somalia,Togdheer,Peaceful protest,0,Residents of Buuhoodle town staged a peaceful demonstration on 02/12 to express their solidarity with the people of Laas Caanood who protested against the killing of a policeman (Dhulbahante) at the eastern checkpoint of Laas Caanood on 01/12. Somaliland authorities claimed that the police man was killed by Khatumo forces who attacked the checkpoint earlier in the day but was immediately refuted by Khatumo interior minister. The protestors matched in the streets of the towns chanting anti-Somaliland slogans. The rally was reportedly organized by the Khatumo administration led by the vice-president.
KEN4653,2014-12-03,2014,Kenya,Narok,Peaceful protest,0,Hundreds of women staged a demonstration to protest against their husbands neglect of family responsibilities.
SOM16351,2014-12-03,2014,Somalia,Galgaduud,Peaceful protest,0,Hundreds of civilians staged peaceful demonstration in Cadaado town in the morning of 03/12 denouncing the fighting between Saleban and Ayr sub-clans of Habar Gidir in Warshubo Village (100km NE of Ceel Buur). The demonstrators called on the warring sides to end hostility and end their differences through dialogue. This comes a week after the two Habar Gidir sub-clans clashed in the village in which 20 people were killed.
KEN4656,2014-12-04,2014,Kenya,Elgeyo Marakwet,Peaceful protest,0,"Elegeyo-Marakwet residents protest over a road overgrown with foliage, causing passage difficult."
SOM16363,2014-12-04,2014,Somalia,Woqooyi Galbeed,Protest with intervention,0,Berbera municipal council workers and police demolished kiosks built near the main roads of the town on 14/12. The affected traders staged a demonstration in front of the municipal council but were immediately dispersed by the police.
KEN4657,2014-12-05,2014,Kenya,Machakos,Peaceful protest,0,"Residents of Matuu town, Machakos county, took to the streets to protest demolition of kiosks by the county government."
TAZ547,2014-12-05,2014,Tanzania,Arusha,Peaceful protest,0,"2,000 Maasai gathered in Loliondo to protest against lands being converted into hunting grounds for the UAE royal family."
SOM16376,2014-12-05,2014,Somalia,Nugaal,Peaceful protest,0,Puntland army troops based in Tulo Raq (49km E of Laas Caanood) left for Garowe in protest against unpaid salaries in the in the morning of 05/12. The unit set up a temporary base in the outskirts of Garowe.
ETH2045,2014-12-06,2014,Ethiopia,Addis Ababa,Excessive force against protesters,0,"Federal police beat protesters with clubs, injuring several, and arrested dozens of opposition leaders, including Yilikal Getnet from the Semayawi party. The protest was organized by nine opposition parties and the government claims they violated a protest ban. Those arrested were denied bail and not released until Dec 11."
SOM16393,2014-12-07,2014,Somalia,Sool,Peaceful protest,0,A group of local residents mostly youth and women staged a peaceful demonstration in Caynabo town on 07/12. The demonstrators were protesting against the Caynabo Police Commander whom they accused of allowing police torture during security operations. They were chanting slogans calling the government to replace him.
SOM16402,2014-12-08,2014,Somalia,Banadir,Peaceful protest,0,Hundreds of physically challenged people in Mogadishu gathered in front of the Ministry of Interior in Otto Otto area in Waberi District in the morning of 08/12 to protest the lack of assistance from the Ministry of Interior. Protesters staged a similar protest in the area a week prior.
SOM16425,2014-12-11,2014,Somalia,Awdal,Peaceful protest,0,A group of people staged a demonstration in Dila (25km SE of Borama) on 11/12 complaining that they have been left out in the recruitment process by an international company involved in mining activities in the village. The demonstration ended peacefully.
SOM16442,2014-12-13,2014,Somalia,Banadir,Peaceful protest,0,A large number of disable people staged a demonstration at K4 Junction (Hodan District) on 13/12 in protest against the SNG for failing to assist them. The demonstrators reportedly closed the junction and disrupted traffic at the busy junction. This is the third time the disable demonstrated in the streets of Mogadishu in two weeks.
KEN4665,2014-12-14,2014,Kenya,Turkana,Peaceful protest,0,Residents of Kainuk protest insecurity in their area after a spate of increased armed banditry along the Lodwa-Kitale road.
SOM16451,2014-12-14,2014,Somalia,Woqooyi Galbeed,Peaceful protest,0,Children at Hargeisa Orphanage Centre staged a peaceful demonstration in protest against plans by the government to construct a vocational centre at a local football pitch adjacent to the orphanage centre. The children said they play soccer at the pitch during their leisure time. The demonstration follows amid reports that the Office of the President and the Ministry of Information are jointly planning to develop skills training centre at the football pitch.
SOM16452,2014-12-14,2014,Somalia,Awdal,Protest with intervention,0,A large number of people staged a demonstration in central Borama on 14/12. The demonstrators were protesting against the deployment of Somaliland army in Borama to arrest a traditional leader who reportedly mobilized a clan militia to fight Somaliland government. Police shot in the air to disperse the demonstrations. They also arrested 14 demonstrators. Police also arrested two councillors who were involved in the protest.
TAZ550,2014-12-16,2014,Tanzania,Mara,Peaceful protest,0,"Hundreds of CHADEMA supporters gathered on Msati Street in Tarime demanding a re-vote from Dec. 14 elections. CCM: Party of the Revolution supposedly won the original vote, but protesters claimed that results had been nullified and a re-vote had been promised for Dec. 16. A Regional Crimes Officer calmed the crowds and told them to return home."
KEN4671,2014-12-19,2014,Kenya,Nandi,Peaceful protest,0,About 600 members of the Ogiek community evicted from Cengalo forest in South Nandi catchment area protested along the nearby Kapsabet-Nabkoi highway against lack of compensation.
ETH2046,2014-12-19,2014,Ethiopia,Amhara,Excessive force against protesters,3,Police opened fire to disperse protesters who were marching to stop a government-led demolition. Three were reported dead and several injured.
SOM16499,2014-12-20,2014,Somalia,Nugaal,Excessive force against protesters,0,Police open fire on a group of youths who disrupted a wedding at a IDP camp. The nature of the disruption is not clear; it is unknown if the youths were armed. Six injuries reported.
SOM16508,2014-12-22,2014,Somalia,Middle Shabelle,Peaceful protest,0,Hundreds of residents of Jowhar stage d a peaceful rally in the morning of 22/12 in support of SNG newly appointed Prime Minister Omar Abdirashid Ali Sharmarke.
SOM16517,2014-12-23,2014,Somalia,Sool,Peaceful protest,0,"A group of local residents mostly, youth and women, staged a demonstration in Caynabo on 23/12.The protestors were expressing their anger against individuals turned large pasture land in to a private use. The protestors requested the government to intervene the matter since their animals left no land to grass."
SOM16518,2014-12-23,2014,Somalia,Nugaal,Peaceful protest,0,"Civil servants staged a peaceful demonstration in Garowe in the morning of 23/12 in protest against a new directive to test the qualification of all civil servants. Under the new directive, all civil servants will undergo an examination to test whether they qualify for the posts they are holding."
SOM16520,2014-12-23,2014,Somalia,Woqooyi Galbeed,Protest with intervention,0,Students from Farah Omar Secondary School staged a demonstration along the main road near Imperial Hotel on 23/12 to express their anger of lack of teachers in the school. Police arrived at the scene and dispersed the students. At the time of reporting the students were reportedly regrouping to continue their protest.
KEN4681,2014-12-29,2014,Kenya,Nyeri,Peaceful protest,0,"About 200 residents of Ngangarithi held a demonstration in Nyeri town over the proposed new land rates. The residents opposed the new rates in the County Finance Revenue Bill, saying the increased taxation is too high."
TAZ553,2014-12-29,2014,Tanzania,Dar es Salaam,Peaceful protest,0,"Persons charged with murder staged a boycott in the Kisutu Resident Magistrates Court in Dar es Salaam, demanding an explanation for the delay in their case."
